user,item,rating,timestamp
75,8150,1.6613247863247862,1343407411.0
75,1000012657,1.6613247863247862,1323907159.0
75,1000019280,1.6613247863247862,1328146054.0
75,1000039473,1.6613247863247862,1341237133.0
75,1000077044,1.6613247863247862,1350661719.0
75,1000165105,1.6613247863247862,1361920000.0
136,1000030129,1.4943910256410255,1337950616.0
136,1000044465,1.9951923076923077,1345104269.0
136,1000067832,1.9951923076923077,1345542519.0
136,1000202034,1.4943910256410255,1365437339.0
136,1000202035,1.4943910256410255,1365437402.0
136,1000202037,1.4943910256410255,1365437589.0
159,1000259386,1.794871794871795,1371985045.0
159,1000263266,2.5961538461538463,1371985020.0
159,1000263267,1.794871794871795,1371985037.0
159,1000263271,1.794871794871795,1371985000.0
218,1000011427,1.4743589743589745,1347976333.0
218,1000011428,1.153846153846154,1327059837.0
218,1000011429,1.4743589743589745,1327059737.0
218,1000013041,1.153846153846154,1323780050.0
218,1000013042,1.153846153846154,1323783894.0
218,1000017849,1.153846153846154,1327588344.0
218,1000019492,1.153846153846154,1328785763.0
218,1000023253,1.153846153846154,1329306749.0
218,1000023254,1.6346153846153846,1348742242.0
218,1000025070,1.153846153846154,1330002429.0
218,1000044211,1.153846153846154,1337938337.0
218,1000044465,1.153846153846154,1340290211.0
218,1000049485,1.153846153846154,1341402932.0
218,1000181882,1.153846153846154,1365015051.0
218,1000181899,1.153846153846154,1363087015.0
218,1000182850,1.314102564102564,1369227746.0
218,1000244842,1.153846153846154,1369750643.0
223,1000011427,1.516164994425864,1328888583.0
223,1000011428,1.8645484949832776,1328888590.0
223,1000011429,1.516164994425864,1328888311.0
223,1000015450,1.1677814938684503,1326708562.0
223,1000016401,1.8645484949832776,1338466530.0
223,1000019490,1.516164994425864,1338466660.0
223,1000019491,1.1677814938684503,1337936834.0
223,1000019492,1.3419732441471572,1335955262.0
302,1000263271,5.0,1371657143.0
314,1000016201,1.3942307692307692,1347019950.0
314,1000024379,1.3942307692307692,1330518852.0
314,1000058450,1.3942307692307692,1344421023.0
314,1000067833,1.3942307692307692,1347269253.0
314,1000074892,1.3942307692307692,1347269202.0
314,1000276235,1.3942307692307692,1373530011.0
314,1000276236,1.3942307692307692,1373530169.0
314,1000276240,1.3942307692307692,1373530190.0
314,1000388791,1.3942307692307692,1381490450.0
314,1000388792,1.3942307692307692,1381490440.0
319,1000024377,2.1382783882783882,1330014323.0
319,1000025749,1.565934065934066,1339765229.0
319,1000030130,1.565934065934066,1333104573.0
319,1000030132,1.565934065934066,1333104557.0
319,1000044465,1.565934065934066,1338481041.0
319,1000066455,1.565934065934066,1343832356.0
325,9226,1.0017328538670003,1353043635.0
325,9231,1.0017328538670003,1353066429.0
325,9240,1.009875964144257,1354894521.0
325,9250,1.0180190744215134,1354893370.0
325,1000011143,2.4512064832186784,1353788565.0
325,1000163994,1.9381905357515115,1393269979.0
325,1000164099,1.4903194705023974,1391142176.0
325,1000164185,2.003335417969564,1392769657.0
325,1000177132,1.0343052949760267,1362200840.0
340,1000011427,1.6613247863247862,1326116587.0
340,1000011428,1.6613247863247862,1326116575.0
340,1000011429,1.6613247863247862,1326116780.0
340,1000027952,1.6613247863247862,1331212126.0
340,1000027955,2.329059829059829,1331214804.0
345,1000571249,1.3942307692307692,1391702761.0
345,1000572896,1.3942307692307692,1392213678.0
345,1000572938,1.794871794871795,1392213469.0
345,1000572940,1.3942307692307692,1392213530.0
345,1000572952,1.794871794871795,1392116846.0
345,1000572957,1.3942307692307692,1391699478.0
345,1000573028,1.794871794871795,1392116881.0
360,1000044465,3.150887573964497,1351613038.0
360,1000067832,1.76405325443787,1347549720.0
360,1000067833,1.301775147928994,1347548897.0
360,1000074892,1.76405325443787,1347549464.0
362,1000052901,1.794871794871795,1348829665.0
362,1000052902,2.5961538461538463,1348829658.0
362,1000244735,1.794871794871795,1374696150.0
362,1000303462,1.3942307692307692,1374697977.0
362,1000347240,1.3942307692307692,1379332611.0
363,1000024375,2.2683566433566433,1347996976.0
363,1000024377,1.1756993006993008,1337263425.0
363,1000024379,1.3578088578088578,1347996937.0
363,1000024381,1.3578088578088578,1353518833.0
363,1000058443,1.722027972027972,1354099546.0
363,1000058447,1.1756993006993008,1347996847.0
363,1000184726,1.3578088578088578,1369135382.0
363,1000237930,1.3578088578088578,1380817911.0
363,1000273557,1.1756993006993008,1371470929.0
364,1000023385,5.0,1331053434.0
365,1000024375,2.329059829059829,1337628964.0
365,1000024377,2.329059829059829,1340288200.0
365,1000024379,1.6613247863247862,1340288555.0
365,1000237934,1.6613247863247862,1371644741.0
366,1000024375,1.7006033182503772,1337595370.0
366,1000024377,1.4649321266968327,1354281072.0
366,1000024379,1.4649321266968327,1354281451.0
366,1000024381,1.2292609351432882,1346710690.0
366,1000058443,1.2292609351432882,1343219378.0
366,1000058447,1.2292609351432882,1345097888.0
366,1000058450,2.643288084464555,1354281487.0
367,1000024375,1.5871320037986705,1352896799.0
367,1000024377,1.4387464387464388,1336671501.0
367,1000024379,1.5871320037986705,1340190702.0
367,1000058443,1.1419753086419753,1342117465.0
367,1000058445,1.1419753086419753,1342117456.0
367,1000058447,1.4387464387464388,1353615917.0
367,1000058450,1.4387464387464388,1350407740.0
367,1000237931,1.1419753086419753,1371675597.0
367,1000237933,1.1419753086419753,1371675608.0
367,1000272934,1.883903133903134,1376396281.0
368,1000024375,5.0,1340192717.0
370,1000044465,2.1382783882783882,1348056720.0
370,1000067832,1.7567155067155067,1351841846.0
370,1000067833,2.7106227106227108,1351842064.0
370,1000074892,1.1843711843711844,1347447180.0
370,1000193151,1.1843711843711844,1381402585.0
371,1000044465,3.3503016591251886,1340875015.0
371,1000067832,1.4649321266968327,1346756555.0
371,1000067833,1.7006033182503772,1349794002.0
371,1000074892,1.4649321266968327,1348661903.0
372,1000044465,2.329059829059829,1340284668.0
372,1000067832,2.4504662004662006,1352375528.0
372,1000067833,1.8434343434343434,1346851225.0
372,1000074892,1.3578088578088578,1352823127.0
373,1000044465,1.9236492673992673,1347552134.0
373,1000067832,2.7106227106227108,1349956960.0
373,1000067833,1.9951923076923077,1350389758.0
373,1000074892,1.351304945054945,1348058470.0
374,1000186929,1.3942307692307692,1363853918.0
374,1000187050,2.1955128205128203,1371401154.0
374,1000187057,2.1955128205128203,1366115544.0
374,1000232196,1.3942307692307692,1380826849.0
374,1000233420,1.3942307692307692,1368456708.0
374,1000272686,1.3942307692307692,1375180526.0
375,1000186929,1.565934065934066,1365634235.0
375,1000187050,1.565934065934066,1365633979.0
375,1000187057,2.7106227106227108,1363795023.0
375,1000232196,1.565934065934066,1368523976.0
375,1000272689,1.565934065934066,1381154282.0
377,1000186929,5.0,1371207596.0
378,1000029179,2.5961538461538463,1339677832.0
378,1000187057,1.794871794871795,1363776871.0
378,1000272686,1.794871794871795,1379066368.0
378,1000332709,1.794871794871795,1380204976.0
380,1000044465,2.8146853146853146,1342444112.0
380,1000067832,1.722027972027972,1346682810.0
380,1000067833,1.722027972027972,1346682936.0
380,1000074892,1.722027972027972,1346682972.0
381,1000024379,2.1382783882783882,1340875768.0
381,1000058450,2.1382783882783882,1344353276.0
381,1000237928,1.565934065934066,1368443535.0
381,1000237929,2.1382783882783882,1368443790.0
384,1000029999,1.327457264957265,1333443954.0
384,1000032216,1.9951923076923077,1344250088.0
384,1000034041,1.9951923076923077,1334975318.0
384,1000039565,1.327457264957265,1339101000.0
384,1000058450,1.327457264957265,1344591791.0
384,1000067372,1.327457264957265,1344337268.0
384,1000070308,1.327457264957265,1345109570.0
384,1000070309,1.327457264957265,1345117860.0
428,1000585735,5.0,1393103558.0
441,1000263271,2.5961538461538463,1372848643.0
441,1000388833,1.794871794871795,1381419699.0
441,1000388834,2.5961538461538463,1381419789.0
505,1000571433,1.9951923076923077,1392047511.0
